Invoice_ID,Vendor_ID,Inventory_ID,Purchase_Date,Quantity,Unit_Cost,Total_Cost,Payment_Status,Account_Code,Delivery_Date
INVF000085,VEND009,INV00277,31-08-2025,27,18,486,Overdue,ACCT307,11-09-2025
INVF000086,VEND012,INV00070,09-08-2025,37,17,629,Pending,ACCT331,22-09-2025
INVF000087,VEND010,INV00063,07-08-2025,58,1,58,Paid,ACCT224,29-09-2025
INVF000088,VEND017,INV00004,20-08-2025,138,3,414,Overdue,ACCT857,01-09-2025
INVF000089,VEND020,INV00078,01-08-2025,196,3,588,Paid,ACCT172,03-09-2025
INVF000090,VEND001,INV00422,05-08-2025,45,11,495,Pending,ACCT576,25-09-2025
INVF000091,VEND016,INV00448,29-08-2025,129,11,1419,Overdue,ACCT427,15-09-2025
INVF000092,VEND019,INV00231,05-08-2025,73,1,73,Paid,ACCT787,28-09-2025
INVF000093,VEND019,INV00417,01-08-2025,165,13,2145,Paid,ACCT750,18-09-2025
INVF000094,VEND006,INV00239,09-08-2025,37,3,111,Pending,ACCT234,27-09-2025
INVF000095,VEND016,INV00457,15-08-2025,77,13,1001,Paid,ACCT318,09-09-2025
INVF000096,VEND009,INV00230,11-08-2025,170,1,170,Paid,ACCT702,30-09-2025
INVF000097,VEND003,INV00190,07-08-2025,152,11,1672,Pending,ACCT402,23-09-2025
INVF000098,VEND006,INV00334,13-08-2025,180,8,1440,Pending,ACCT380,28-09-2025
INVF000099,VEND002,INV00349,12-08-2025,163,18,2934,Overdue,ACCT517,28-09-2025
INVF000100,VEND010,INV00217,28-08-2025,67,5,335,Paid,ACCT309,20-09-2025
INVF000101,VEND008,INV00169,20-08-2025,92,12,1104,Paid,ACCT156,07-09-2025
INVF000102,VEND013,INV00199,05-08-2025,139,8,1112,Pending,ACCT147,20-09-2025
INVF000103,VEND005,INV00049,25-08-2025,46,17,782,Overdue,ACCT674,22-09-2025
INVF000104,VEND011,INV00453,29-08-2025,106,12,1272,Paid,ACCT152,02-09-2025
INVF000105,VEND005,INV00304,20-08-2025,188,17,3196,Overdue,ACCT339,13-09-2025
INVF000106,VEND004,INV00223,28-08-2025,190,12,2280,Overdue,ACCT651,08-09-2025
INVF000107,VEND016,INV00346,03-08-2025,144,20,2880,Overdue,ACCT415,23-09-2025
INVF000108,VEND006,INV00150,10-08-2025,133,5,665,Pending,ACCT421,10-09-2025
INVF000109,VEND008,INV00459,17-08-2025,77,16,1232,Pending,ACCT182,01-09-2025
INVF000110,VEND017,INV00333,29-08-2025,17,18,306,Paid,ACCT281,25-09-2025
INVF000111,VEND003,INV00460,15-08-2025,55,17,935,Paid,ACCT903,24-09-2025
INVF000112,VEND012,INV00328,01-08-2025,91,15,1365,Paid,ACCT877,17-09-2025
INVF000113,VEND020,INV00460,08-08-2025,45,14,630,Pending,ACCT257,11-09-2025
INVF000114,VEND005,INV00110,01-08-2025,154,16,2464,Paid,ACCT159,17-09-2025
INVF000115,VEND009,INV00006,22-08-2025,18,18,324,Pending,ACCT239,17-09-2025
INVF000116,VEND012,INV00386,04-08-2025,96,15,1440,Paid,ACCT176,14-09-2025
INVF000117,VEND004,INV00102,10-08-2025,151,7,1057,Paid,ACCT915,12-09-2025
INVF000118,VEND005,INV00468,03-08-2025,45,9,405,Overdue,ACCT251,23-09-2025
INVF000119,VEND017,INV00323,30-08-2025,120,17,2040,Overdue,ACCT353,06-09-2025
INVF000120,VEND019,INV00203,02-08-2025,67,6,402,Paid,ACCT681,07-09-2025
INVF000121,VEND001,INV00365,25-08-2025,149,10,1490,Overdue,ACCT208,09-09-2025
INVF000122,VEND018,INV00163,07-08-2025,28,9,252,Overdue,ACCT807,09-09-2025
INVF000123,VEND007,INV00492,27-08-2025,177,9,1593,Pending,ACCT557,25-09-2025
INVF000124,VEND019,INV00103,03-08-2025,157,1,157,Paid,ACCT567,06-09-2025
INVF000125,VEND020,INV00217,14-08-2025,177,16,2832,Overdue,ACCT879,28-09-2025
INVF000126,VEND005,INV00002,29-08-2025,192,8,1536,Pending,ACCT511,24-09-2025
INVF000127,VEND005,INV00491,13-08-2025,119,5,595,Overdue,ACCT521,22-09-2025
INVF000128,VEND016,INV00035,19-08-2025,87,11,957,Overdue,ACCT880,09-09-2025
INVF000129,VEND019,INV00395,21-08-2025,131,5,655,Paid,ACCT884,18-09-2025
INVF000130,VEND007,INV00249,01-08-2025,182,14,2548,Pending,ACCT781,15-09-2025
INVF000131,VEND018,INV00034,02-08-2025,121,7,847,Paid,ACCT629,07-09-2025
INVF000132,VEND008,INV00082,10-08-2025,141,17,2397,Pending,ACCT795,22-09-2025
INVF000133,VEND004,INV00298,31-08-2025,50,10,500,Paid,ACCT951,07-09-2025
INVF000134,VEND011,INV00481,12-08-2025,99,4,396,Paid,ACCT146,10-09-2025
INVF000135,VEND008,INV00448,14-08-2025,17,8,136,Paid,ACCT944,03-09-2025
INVF000136,VEND008,INV00302,08-08-2025,180,4,720,Pending,ACCT976,03-09-2025
INVF000137,VEND001,INV00166,14-08-2025,21,20,420,Overdue,ACCT733,15-09-2025
INVF000138,VEND004,INV00207,27-08-2025,133,8,1064,Pending,ACCT590,25-09-2025
INVF000139,VEND002,INV00136,14-08-2025,129,17,2193,Paid,ACCT164,22-09-2025
INVF000140,VEND007,INV00072,07-08-2025,77,20,1540,Overdue,ACCT151,15-09-2025
INVF000141,VEND004,INV00318,04-08-2025,153,18,2754,Overdue,ACCT781,25-09-2025
INVF000142,VEND008,INV00220,17-08-2025,68,10,680,Paid,ACCT304,08-09-2025
INVF000143,VEND004,INV00213,13-08-2025,115,11,1265,Pending,ACCT601,20-09-2025
INVF000144,VEND019,INV00455,13-08-2025,190,4,760,Pending,ACCT573,08-09-2025
INVF000145,VEND015,INV00282,19-08-2025,199,4,796,Pending,ACCT357,13-09-2025
INVF000146,VEND017,INV00203,18-08-2025,15,2,30,Overdue,ACCT166,10-09-2025
INVF000147,VEND015,INV00044,17-08-2025,136,20,2720,Paid,ACCT394,08-09-2025
INVF000148,VEND016,INV00178,15-08-2025,144,13,1872,Overdue,ACCT273,09-09-2025
INVF000149,VEND019,INV00087,08-08-2025,127,2,254,Overdue,ACCT827,19-09-2025
INVF000150,VEND010,INV00441,31-08-2025,74,6,444,Paid,ACCT836,16-09-2025
INVF000151,VEND016,INV00188,26-08-2025,110,16,1760,Overdue,ACCT967,13-09-2025
INVF000152,VEND015,INV00220,14-08-2025,56,20,1120,Overdue,ACCT296,30-09-2025
INVF000153,VEND001,INV00426,31-08-2025,158,16,2528,Paid,ACCT792,03-09-2025
INVF000154,VEND005,INV00328,20-08-2025,32,17,544,Overdue,ACCT830,28-09-2025
INVF000155,VEND001,INV00361,30-08-2025,86,17,1462,Pending,ACCT301,02-09-2025
INVF000156,VEND005,INV00248,26-08-2025,53,7,371,Pending,ACCT314,26-09-2025
INVF000157,VEND010,INV00143,05-08-2025,81,20,1620,Overdue,ACCT514,07-09-2025
INVF000158,VEND018,INV00144,28-08-2025,144,13,1872,Pending,ACCT922,03-09-2025
INVF000159,VEND015,INV00136,07-08-2025,99,18,1782,Paid,ACCT258,23-09-2025
INVF000160,VEND012,INV00047,22-08-2025,27,18,486,Overdue,ACCT739,10-09-2025
INVF000161,VEND017,INV00384,09-08-2025,189,17,3213,Overdue,ACCT752,02-09-2025
INVF000162,VEND016,INV00128,14-08-2025,155,19,2945,Pending,ACCT634,06-09-2025
INVF000163,VEND020,INV00323,07-08-2025,112,17,1904,Overdue,ACCT578,26-09-2025
INVF000164,VEND015,INV00323,13-08-2025,178,19,3382,Paid,ACCT411,02-09-2025
INVF000165,VEND003,INV00328,18-08-2025,13,14,182,Pending,ACCT534,17-09-2025
INVF000166,VEND015,INV00057,12-08-2025,141,6,846,Overdue,ACCT656,14-09-2025
INVF000167,VEND007,INV00333,01-08-2025,19,14,266,Overdue,ACCT352,06-09-2025
INVF000168,VEND003,INV00484,22-08-2025,83,20,1660,Pending,ACCT986,30-09-2025
INVF000169,VEND010,INV00081,13-08-2025,26,9,234,Overdue,ACCT299,25-09-2025
INVF000170,VEND002,INV00263,01-08-2025,188,17,3196,Paid,ACCT400,01-09-2025
INVF000171,VEND013,INV00031,01-08-2025,196,6,1176,Pending,ACCT315,18-09-2025
INVF000172,VEND012,INV00318,10-08-2025,11,4,44,Paid,ACCT607,21-09-2025
INVF000173,VEND017,INV00436,01-08-2025,167,13,2171,Overdue,ACCT134,19-09-2025
INVF000174,VEND003,INV00453,01-08-2025,151,2,302,Paid,ACCT304,07-09-2025
INVF000175,VEND002,INV00421,26-08-2025,78,13,1014,Pending,ACCT414,24-09-2025
INVF000176,VEND019,INV00150,05-08-2025,109,4,436,Overdue,ACCT518,25-09-2025
INVF000177,VEND013,INV00393,26-08-2025,94,3,282,Pending,ACCT964,12-09-2025
INVF000178,VEND020,INV00448,22-08-2025,174,4,696,Paid,ACCT389,24-09-2025
INVF000179,VEND012,INV00069,04-08-2025,28,4,112,Overdue,ACCT686,05-09-2025
INVF000180,VEND003,INV00111,28-08-2025,12,18,216,Paid,ACCT474,14-09-2025
INVF000181,VEND004,INV00315,10-08-2025,160,8,1280,Overdue,ACCT642,03-09-2025
INVF000182,VEND006,INV00005,27-08-2025,55,10,550,Overdue,ACCT604,16-09-2025
INVF000183,VEND001,INV00180,31-08-2025,53,4,212,Overdue,ACCT679,12-09-2025
INVF000184,VEND015,INV00208,03-08-2025,104,2,208,Overdue,ACCT146,06-09-2025
INVF000185,VEND007,INV00159,04-08-2025,111,11,1221,Pending,ACCT233,10-09-2025
INVF000186,VEND009,INV00388,21-08-2025,176,7,1232,Paid,ACCT881,21-09-2025
INVF000187,VEND011,INV00449,19-08-2025,153,3,459,Overdue,ACCT204,17-09-2025
INVF000188,VEND008,INV00217,05-08-2025,38,11,418,Paid,ACCT365,13-09-2025
INVF000189,VEND020,INV00498,06-08-2025,10,14,140,Overdue,ACCT549,17-09-2025
INVF000190,VEND006,INV00487,09-08-2025,16,7,112,Paid,ACCT454,06-09-2025
INVF000191,VEND008,INV00067,26-08-2025,65,14,910,Overdue,ACCT531,13-09-2025
INVF000192,VEND011,INV00222,03-08-2025,174,18,3132,Pending,ACCT761,06-09-2025
INVF000193,VEND016,INV00264,01-08-2025,89,19,1691,Pending,ACCT551,06-09-2025
INVF000194,VEND017,INV00452,06-08-2025,72,16,1152,Pending,ACCT347,13-09-2025
INVF000195,VEND001,INV00121,22-08-2025,38,20,760,Pending,ACCT634,17-09-2025
INVF000196,VEND012,INV00474,14-08-2025,110,18,1980,Overdue,ACCT138,01-09-2025
INVF000197,VEND002,INV00160,15-08-2025,123,19,2337,Paid,ACCT101,03-09-2025
INVF000198,VEND004,INV00458,17-08-2025,97,20,1940,Overdue,ACCT788,07-09-2025
INVF000199,VEND013,INV00078,18-08-2025,71,8,568,Pending,ACCT927,01-09-2025
INVF000200,VEND013,INV00431,15-08-2025,105,7,735,Pending,ACCT191,09-09-2025
INVF000201,VEND005,INV00111,21-08-2025,182,16,2912,Pending,ACCT696,19-09-2025
INVF000202,VEND011,INV00026,20-08-2025,123,15,1845,Overdue,ACCT410,03-09-2025
INVF000203,VEND002,INV00425,11-08-2025,21,10,210,Pending,ACCT597,23-09-2025
INVF000204,VEND009,INV00219,26-08-2025,56,9,504,Pending,ACCT791,15-09-2025
INVF000205,VEND003,INV00262,08-08-2025,15,3,45,Overdue,ACCT568,19-09-2025
INVF000206,VEND010,INV00297,27-08-2025,99,16,1584,Overdue,ACCT578,28-09-2025
INVF000207,VEND002,INV00270,20-08-2025,182,3,546,Paid,ACCT361,27-09-2025
INVF000208,VEND014,INV00088,18-08-2025,84,9,756,Pending,ACCT606,27-09-2025
INVF000209,VEND006,INV00494,18-08-2025,134,7,938,Paid,ACCT970,06-09-2025
INVF000210,VEND004,INV00498,21-08-2025,82,6,492,Paid,ACCT868,07-09-2025
INVF000211,VEND005,INV00303,04-08-2025,78,8,624,Paid,ACCT677,07-09-2025
INVF000212,VEND016,INV00066,09-08-2025,44,1,44,Overdue,ACCT947,13-09-2025
INVF000213,VEND016,INV00157,25-08-2025,105,19,1995,Pending,ACCT297,09-09-2025
INVF000214,VEND008,INV00282,03-08-2025,45,16,720,Paid,ACCT710,17-09-2025
INVF000215,VEND011,INV00489,04-08-2025,168,11,1848,Paid,ACCT170,23-09-2025
INVF000216,VEND016,INV00187,01-08-2025,88,16,1408,Paid,ACCT196,15-09-2025
INVF000217,VEND018,INV00012,27-08-2025,159,14,2226,Overdue,ACCT667,27-09-2025
INVF000218,VEND020,INV00387,19-08-2025,138,13,1794,Paid,ACCT824,04-09-2025
INVF000219,VEND013,INV00376,23-08-2025,138,16,2208,Pending,ACCT167,15-09-2025
INVF000220,VEND014,INV00166,26-08-2025,55,5,275,Overdue,ACCT684,10-09-2025
INVF000221,VEND001,INV00327,08-08-2025,192,18,3456,Paid,ACCT232,05-09-2025
INVF000222,VEND013,INV00300,15-08-2025,149,17,2533,Pending,ACCT240,12-09-2025
INVF000223,VEND019,INV00405,17-08-2025,92,20,1840,Pending,ACCT813,28-09-2025
INVF000224,VEND003,INV00103,04-08-2025,136,7,952,Paid,ACCT724,15-09-2025
INVF000225,VEND005,INV00466,07-08-2025,98,4,392,Pending,ACCT716,15-09-2025
INVF000226,VEND010,INV00039,04-08-2025,59,14,826,Pending,ACCT533,25-09-2025
INVF000227,VEND017,INV00161,21-08-2025,90,5,450,Overdue,ACCT304,02-09-2025
INVF000228,VEND011,INV00126,21-08-2025,158,19,3002,Pending,ACCT829,24-09-2025
INVF000229,VEND012,INV00271,05-08-2025,114,15,1710,Pending,ACCT418,14-09-2025
INVF000230,VEND005,INV00104,01-08-2025,171,10,1710,Overdue,ACCT750,30-09-2025
INVF000231,VEND001,INV00489,03-08-2025,145,14,2030,Paid,ACCT477,16-09-2025
INVF000232,VEND013,INV00070,12-08-2025,188,20,3760,Pending,ACCT799,17-09-2025
INVF000233,VEND020,INV00175,23-08-2025,11,19,209,Overdue,ACCT569,16-09-2025
INVF000234,VEND010,INV00030,18-08-2025,183,13,2379,Pending,ACCT700,01-09-2025
INVF000235,VEND003,INV00456,05-08-2025,20,12,240,Paid,ACCT831,19-09-2025
INVF000236,VEND018,INV00225,13-08-2025,184,2,368,Overdue,ACCT138,21-09-2025
INVF000237,VEND004,INV00190,28-08-2025,186,1,186,Pending,ACCT496,18-09-2025
INVF000238,VEND009,INV00409,30-08-2025,43,5,215,Pending,ACCT604,25-09-2025
INVF000239,VEND006,INV00241,08-08-2025,66,14,924,Paid,ACCT171,16-09-2025
INVF000240,VEND003,INV00087,31-08-2025,40,1,40,Pending,ACCT595,15-09-2025
INVF000241,VEND012,INV00235,22-08-2025,123,2,246,Pending,ACCT364,26-09-2025
INVF000242,VEND009,INV00290,26-08-2025,52,20,1040,Paid,ACCT782,29-09-2025
INVF000243,VEND014,INV00090,22-08-2025,30,20,600,Pending,ACCT218,25-09-2025
INVF000244,VEND008,INV00206,11-08-2025,177,17,3009,Paid,ACCT974,19-09-2025
INVF000245,VEND014,INV00380,17-08-2025,130,8,1040,Pending,ACCT739,28-09-2025
INVF000246,VEND015,INV00373,21-08-2025,32,12,384,Overdue,ACCT127,02-09-2025
INVF000247,VEND001,INV00120,14-08-2025,141,11,1551,Paid,ACCT120,29-09-2025
INVF000248,VEND016,INV00154,28-08-2025,106,5,530,Overdue,ACCT821,18-09-2025
INVF000249,VEND007,INV00143,03-08-2025,55,19,1045,Pending,ACCT214,26-09-2025
INVF000250,VEND015,INV00203,27-08-2025,83,8,664,Pending,ACCT980,30-09-2025
INVF000251,VEND019,INV00234,11-08-2025,117,3,351,Overdue,ACCT938,03-09-2025
INVF000252,VEND004,INV00241,11-08-2025,172,14,2408,Overdue,ACCT812,10-09-2025
INVF000253,VEND018,INV00252,10-08-2025,117,14,1638,Pending,ACCT622,09-09-2025
INVF000254,VEND010,INV00341,18-08-2025,38,6,228,Pending,ACCT684,07-09-2025
INVF000255,VEND015,INV00119,22-08-2025,106,2,212,Overdue,ACCT733,08-09-2025
INVF000256,VEND010,INV00282,18-08-2025,40,16,640,Pending,ACCT666,05-09-2025
INVF000257,VEND014,INV00439,27-08-2025,16,2,32,Paid,ACCT693,26-09-2025
INVF000258,VEND017,INV00048,13-08-2025,130,16,2080,Pending,ACCT894,07-09-2025
INVF000259,VEND008,INV00220,18-08-2025,15,10,150,Pending,ACCT185,15-09-2025
INVF000260,VEND020,INV00424,25-08-2025,163,17,2771,Overdue,ACCT802,07-09-2025
INVF000261,VEND018,INV00497,07-08-2025,116,14,1624,Pending,ACCT481,05-09-2025
INVF000262,VEND017,INV00485,30-08-2025,142,11,1562,Overdue,ACCT266,29-09-2025
INVF000263,VEND013,INV00116,12-08-2025,44,1,44,Overdue,ACCT421,06-09-2025
INVF000264,VEND020,INV00157,13-08-2025,40,14,560,Paid,ACCT231,10-09-2025
INVF000265,VEND016,INV00324,25-08-2025,102,4,408,Paid,ACCT746,18-09-2025
INVF000266,VEND018,INV00401,03-08-2025,138,13,1794,Pending,ACCT545,15-09-2025
INVF000267,VEND010,INV00279,05-08-2025,90,2,180,Overdue,ACCT362,27-09-2025
INVF000268,VEND014,INV00173,05-08-2025,32,13,416,Paid,ACCT917,01-09-2025
INVF000269,VEND019,INV00102,19-08-2025,66,12,792,Pending,ACCT926,22-09-2025
INVF000270,VEND011,INV00267,24-08-2025,191,17,3247,Pending,ACCT561,19-09-2025
INVF000271,VEND009,INV00049,18-08-2025,141,6,846,Pending,ACCT558,12-09-2025
INVF000272,VEND019,INV00077,23-08-2025,15,5,75,Paid,ACCT863,09-09-2025
INVF000273,VEND012,INV00151,04-08-2025,134,15,2010,Paid,ACCT166,16-09-2025
INVF000274,VEND010,INV00308,07-08-2025,144,9,1296,Pending,ACCT751,22-09-2025
INVF000275,VEND005,INV00194,08-08-2025,36,2,72,Pending,ACCT831,26-09-2025
INVF000276,VEND006,INV00191,29-08-2025,68,2,136,Pending,ACCT830,02-09-2025
INVF000277,VEND005,INV00147,08-08-2025,63,19,1197,Pending,ACCT180,14-09-2025
INVF000278,VEND019,INV00232,23-08-2025,19,14,266,Pending,ACCT901,07-09-2025
INVF000279,VEND013,INV00298,06-08-2025,190,12,2280,Pending,ACCT689,18-09-2025
INVF000280,VEND016,INV00116,07-08-2025,13,6,78,Overdue,ACCT478,08-09-2025
INVF000281,VEND010,INV00468,11-08-2025,61,16,976,Overdue,ACCT529,19-09-2025
INVF000282,VEND001,INV00077,23-08-2025,164,4,656,Pending,ACCT129,08-09-2025
INVF000283,VEND016,INV00109,25-08-2025,152,20,3040,Pending,ACCT832,19-09-2025
INVF000284,VEND015,INV00318,26-08-2025,164,2,328,Paid,ACCT352,14-09-2025
INVF000285,VEND016,INV00331,08-08-2025,123,20,2460,Paid,ACCT903,25-09-2025
INVF000286,VEND009,INV00063,28-08-2025,93,12,1116,Paid,ACCT884,30-09-2025
INVF000287,VEND007,INV00463,19-08-2025,28,14,392,Pending,ACCT834,13-09-2025
INVF000288,VEND001,INV00433,27-08-2025,112,18,2016,Paid,ACCT241,10-09-2025
INVF000289,VEND019,INV00454,02-08-2025,189,2,378,Paid,ACCT951,21-09-2025
INVF000290,VEND002,INV00486,29-08-2025,194,20,3880,Paid,ACCT971,14-09-2025
INVF000291,VEND004,INV00451,03-08-2025,200,17,3400,Paid,ACCT487,18-09-2025
INVF000292,VEND016,INV00390,21-08-2025,80,5,400,Pending,ACCT995,26-09-2025
INVF000293,VEND013,INV00334,31-08-2025,76,10,760,Pending,ACCT441,21-09-2025
INVF000294,VEND009,INV00491,27-08-2025,127,20,2540,Pending,ACCT545,04-09-2025
INVF000295,VEND012,INV00080,10-08-2025,128,19,2432,Paid,ACCT650,09-09-2025
INVF000296,VEND010,INV00481,09-08-2025,157,7,1099,Pending,ACCT285,20-09-2025
