invoice_id,vendor_id,inventory_id,purchase_date,quantity,unit_cost,total_cost,payment_status,account_code,delivery_date
INVF0026,VEND009,INV0026,2025-10-11,43,15.6,670.8,Paid,AC929,2025-11-17
INVF0027,VEND001,INV0027,2025-10-07,47,14.74,692.78,Pending,AC949,2025-11-12
INVF0028,VEND007,INV0028,2025-10-24,75,46.37,3477.75,Paid,AC766,2025-11-08
INVF0029,VEND020,INV0029,2025-10-20,12,13.71,164.52,Paid,AC169,2025-11-07
INVF0030,VEND013,INV0030,2025-09-02,91,7.03,639.73,Pending,AC476,2025-11-30
INVF0031,VEND004,INV0031,2025-09-11,75,34.07,2555.25,Paid,AC455,2025-11-11
INVF0032,VEND008,INV0032,2025-10-03,81,47.93,3882.33,Paid,AC337,2025-11-24
INVF0033,VEND015,INV0033,2025-11-17,85,24.3,2065.5,Paid,AC440,2025-11-14
INVF0034,VEND020,INV0034,2025-10-04,34,41.81,1421.54,Pending,AC681,2025-11-21
INVF0035,VEND018,INV0035,2025-09-28,86,21.18,1821.48,Paid,AC146,2025-11-19
INVF0036,VEND012,INV0036,2025-11-05,12,9.0,108.0,Paid,AC485,2025-11-02
INVF0037,VEND009,INV0037,2025-10-31,29,3.47,100.63,Paid,AC985,2025-11-11
INVF0038,VEND019,INV0038,2025-09-19,84,4.14,347.76,Pending,AC735,2025-11-07
INVF0039,VEND005,INV0039,2025-09-17,81,36.1,2924.1,Paid,AC782,2025-11-04
INVF0040,VEND008,INV0040,2025-10-02,59,2.18,128.62,Pending,AC442,2025-11-22
INVF0041,VEND014,INV0041,2025-10-24,58,8.93,517.94,Pending,AC882,2025-11-14
INVF0042,VEND015,INV0042,2025-10-07,52,19.97,1038.44,Pending,AC995,2025-11-20
INVF0043,VEND014,INV0043,2025-09-11,96,25.89,2485.44,Pending,AC602,2025-11-19
INVF0044,VEND005,INV0044,2025-10-19,18,12.98,233.64,Pending,AC459,2025-11-27
INVF0045,VEND001,INV0045,2025-10-26,25,7.96,199.0,Pending,AC547,2025-11-18
INVF0046,VEND014,INV0046,2025-11-22,92,9.22,848.24,Pending,AC268,2025-11-09
INVF0047,VEND009,INV0047,2025-10-16,62,49.31,3057.22,Paid,AC256,2025-11-15
INVF0048,VEND006,INV0048,2025-11-24,94,13.67,1284.98,Paid,AC464,2025-11-02
INVF0049,VEND010,INV0049,2025-11-15,99,11.08,1096.92,Pending,AC924,2025-11-20
INVF0050,VEND020,INV0050,2025-11-03,22,40.78,897.16,Paid,AC874,2025-11-14
INVF0051,VEND020,INV0051,2025-10-28,35,25.63,897.05,Pending,AC895,2025-11-24
INVF0052,VEND016,INV0052,2025-11-21,89,20.55,1828.95,Paid,AC680,2025-11-14
INVF0053,VEND010,INV0053,2025-09-19,43,30.8,1324.4,Paid,AC829,2025-11-14
INVF0054,VEND016,INV0054,2025-10-06,81,46.81,3791.61,Paid,AC939,2025-11-24
INVF0055,VEND006,INV0055,2025-09-30,75,17.4,1305.0,Paid,AC364,2025-11-02
INVF0056,VEND002,INV0056,2025-11-19,96,5.95,571.2,Paid,AC688,2025-11-24
INVF0057,VEND002,INV0057,2025-11-15,66,9.53,628.98,Pending,AC356,2025-11-04
INVF0058,VEND008,INV0058,2025-10-18,49,16.99,832.51,Pending,AC997,2025-11-19
INVF0059,VEND018,INV0059,2025-11-04,68,20.97,1425.96,Pending,AC888,2025-11-07
INVF0060,VEND001,INV0060,2025-10-14,19,35.8,680.2,Pending,AC492,2025-11-24
INVF0061,VEND003,INV0061,2025-10-26,86,9.2,791.2,Pending,AC819,2025-11-16
INVF0062,VEND016,INV0062,2025-11-22,99,17.6,1742.4,Pending,AC657,2025-11-11
INVF0063,VEND014,INV0063,2025-09-13,38,18.99,721.62,Pending,AC239,2025-11-27
INVF0064,VEND015,INV0064,2025-10-19,29,3.0,87.0,Pending,AC668,2025-11-04
INVF0065,VEND019,INV0065,2025-10-17,55,21.24,1168.2,Pending,AC674,2025-11-13
INVF0066,VEND020,INV0066,2025-11-26,20,39.47,789.4,Paid,AC151,2025-11-22
INVF0067,VEND018,INV0067,2025-09-16,53,32.63,1729.39,Paid,AC860,2025-11-15
INVF0068,VEND013,INV0068,2025-11-18,52,15.48,804.96,Pending,AC961,2025-11-07
INVF0069,VEND002,INV0069,2025-10-23,90,47.81,4302.9,Pending,AC416,2025-11-13
INVF0070,VEND018,INV0070,2025-11-07,81,35.93,2910.33,Paid,AC167,2025-11-22
INVF0071,VEND003,INV0071,2025-09-18,43,4.95,212.85,Pending,AC936,2025-11-02
INVF0072,VEND005,INV0072,2025-09-14,29,42.51,1232.79,Pending,AC527,2025-11-16
INVF0073,VEND008,INV0073,2025-09-11,88,43.05,3788.4,Pending,AC726,2025-11-23
INVF0074,VEND006,INV0074,2025-10-15,78,17.82,1389.96,Paid,AC628,2025-11-26
INVF0075,VEND002,INV0075,2025-09-16,17,43.95,747.15,Pending,AC868,2025-11-14
INVF0076,VEND003,INV0076,2025-11-25,48,17.19,825.12,Paid,AC249,2025-11-22
INVF0077,VEND003,INV0077,2025-09-20,82,33.07,2711.74,Paid,AC212,2025-11-29
INVF0078,VEND003,INV0078,2025-11-10,92,17.13,1575.96,Paid,AC295,2025-11-03
INVF0079,VEND003,INV0079,2025-11-09,77,24.68,1900.36,Pending,AC124,2025-11-15
INVF0080,VEND011,INV0080,2025-09-24,58,15.32,888.56,Pending,AC762,2025-11-01
INVF0081,VEND018,INV0081,2025-10-21,100,15.95,1595.0,Pending,AC288,2025-12-01
INVF0082,VEND020,INV0082,2025-11-21,85,41.31,3511.35,Paid,AC356,2025-11-04
INVF0083,VEND010,INV0083,2025-09-07,60,1.03,61.8,Paid,AC482,2025-11-01
INVF0084,VEND002,INV0084,2025-11-29,11,4.75,52.25,Pending,AC980,2025-11-02
INVF0085,VEND001,INV0085,2025-10-01,88,28.59,2515.92,Paid,AC767,2025-11-01
INVF0086,VEND020,INV0086,2025-11-13,76,19.02,1445.52,Pending,AC228,2025-11-30
INVF0087,VEND013,INV0087,2025-10-17,61,25.6,1561.6,Paid,AC928,2025-11-10
INVF0088,VEND008,INV0088,2025-10-10,44,33.17,1459.48,Paid,AC315,2025-11-20
INVF0089,VEND001,INV0089,2025-10-23,96,36.16,3471.36,Pending,AC847,2025-11-29
INVF0090,VEND006,INV0090,2025-10-23,92,22.23,2045.16,Paid,AC422,2025-11-26
INVF0091,VEND008,INV0091,2025-11-27,42,43.4,1822.8,Pending,AC473,2025-11-18
INVF0092,VEND012,INV0092,2025-09-02,100,34.84,3484.0,Pending,AC493,2025-12-01
INVF0093,VEND009,INV0093,2025-10-17,36,8.25,297.0,Paid,AC778,2025-11-18
INVF0094,VEND006,INV0094,2025-11-03,99,16.59,1642.41,Paid,AC556,2025-11-09
INVF0095,VEND006,INV0095,2025-10-13,61,13.64,832.04,Paid,AC343,2025-11-27
INVF0096,VEND019,INV0096,2025-10-09,76,29.03,2206.28,Paid,AC678,2025-11-13
INVF0097,VEND008,INV0097,2025-09-04,35,33.28,1164.8,Paid,AC342,2025-11-18
INVF0098,VEND013,INV0098,2025-10-05,75,15.15,1136.25,Paid,AC497,2025-11-13
INVF0099,VEND004,INV0099,2025-09-14,34,22.16,753.44,Pending,AC318,2025-11-24
INVF0100,VEND013,INV0100,2025-10-04,73,14.42,1052.66,Paid,AC330,2025-11-28
INVF0101,VEND006,INV0101,2025-10-01,94,34.88,3278.72,Pending,AC458,2025-11-11
INVF0102,VEND004,INV0102,2025-10-03,46,7.1,326.6,Pending,AC484,2025-11-19
INVF0103,VEND008,INV0103,2025-09-28,18,28.26,508.68,Pending,AC849,2025-11-24
INVF0104,VEND006,INV0104,2025-09-02,25,17.15,428.75,Pending,AC757,2025-11-12
INVF0105,VEND001,INV0105,2025-11-22,53,17.27,915.31,Paid,AC850,2025-11-02
INVF0106,VEND001,INV0106,2025-10-16,53,49.13,2603.89,Paid,AC483,2025-11-01
INVF0107,VEND018,INV0107,2025-09-04,12,33.01,396.12,Pending,AC398,2025-11-29
INVF0108,VEND016,INV0108,2025-11-26,80,41.43,3314.4,Paid,AC777,2025-11-21
INVF0109,VEND019,INV0109,2025-09-18,24,43.39,1041.36,Pending,AC393,2025-11-07
INVF0110,VEND006,INV0110,2025-09-21,71,37.35,2651.85,Pending,AC462,2025-11-08
INVF0111,VEND014,INV0111,2025-11-03,29,45.44,1317.76,Pending,AC795,2025-11-26
INVF0112,VEND004,INV0112,2025-11-14,100,34.84,3484.0,Pending,AC114,2025-11-20
INVF0113,VEND005,INV0113,2025-09-19,11,29.83,328.13,Paid,AC234,2025-11-06
INVF0114,VEND019,INV0114,2025-10-10,82,48.44,3972.08,Paid,AC760,2025-11-13
INVF0115,VEND012,INV0115,2025-10-10,51,22.39,1141.89,Paid,AC165,2025-11-20
INVF0116,VEND007,INV0116,2025-11-05,82,49.3,4042.6,Paid,AC342,2025-11-21
INVF0117,VEND012,INV0117,2025-10-01,34,43.74,1487.16,Paid,AC456,2025-11-25
INVF0118,VEND015,INV0118,2025-10-30,69,12.57,867.33,Paid,AC375,2025-11-24
INVF0119,VEND007,INV0119,2025-09-13,67,29.91,2003.97,Pending,AC263,2025-11-24
INVF0120,VEND004,INV0120,2025-09-16,31,13.94,432.14,Paid,AC761,2025-11-13
INVF0121,VEND013,INV0121,2025-09-07,51,20.44,1042.44,Paid,AC519,2025-11-18
INVF0122,VEND005,INV0122,2025-10-20,86,38.02,3269.72,Pending,AC679,2025-11-05
INVF0123,VEND013,INV0123,2025-09-12,67,37.43,2507.81,Pending,AC107,2025-11-25
INVF0124,VEND005,INV0124,2025-09-21,88,5.69,500.72,Paid,AC131,2025-11-21
INVF0125,VEND011,INV0125,2025-11-26,69,16.24,1120.56,Paid,AC242,2025-11-27
INVF0126,VEND010,INV0126,2025-11-20,24,2.21,53.04,Paid,AC171,2025-11-21
INVF0127,VEND014,INV0127,2025-10-17,93,48.4,4501.2,Paid,AC981,2025-11-02
INVF0128,VEND020,INV0128,2025-10-13,92,41.31,3800.52,Paid,AC487,2025-11-29
INVF0129,VEND008,INV0129,2025-11-11,70,1.03,72.1,Pending,AC272,2025-11-19
INVF0130,VEND011,INV0130,2025-11-28,93,47.67,4433.31,Pending,AC882,2025-11-27
INVF0131,VEND020,INV0131,2025-09-27,38,24.24,921.12,Paid,AC867,2025-11-09
INVF0132,VEND019,INV0132,2025-09-28,64,36.45,2332.8,Paid,AC142,2025-11-22
INVF0133,VEND020,INV0133,2025-09-14,70,9.77,683.9,Paid,AC737,2025-11-21
INVF0134,VEND006,INV0134,2025-11-22,38,44.93,1707.34,Paid,AC843,2025-11-08
INVF0135,VEND011,INV0135,2025-11-06,12,8.32,99.84,Pending,AC308,2025-11-24
INVF0136,VEND015,INV0136,2025-09-08,26,5.91,153.66,Paid,AC874,2025-11-10
INVF0137,VEND008,INV0137,2025-10-12,16,36.84,589.44,Pending,AC675,2025-11-15
INVF0138,VEND009,INV0138,2025-09-11,84,13.25,1113.0,Pending,AC371,2025-11-29
INVF0139,VEND002,INV0139,2025-09-06,50,12.68,634.0,Pending,AC189,2025-11-25
INVF0140,VEND018,INV0140,2025-10-06,26,47.25,1228.5,Pending,AC719,2025-11-24
INVF0141,VEND019,INV0141,2025-09-04,92,10.04,923.68,Paid,AC270,2025-11-11
INVF0142,VEND019,INV0142,2025-11-15,77,6.7,515.9,Pending,AC941,2025-11-03
INVF0143,VEND005,INV0143,2025-10-24,99,17.86,1768.14,Paid,AC600,2025-12-01
INVF0144,VEND019,INV0144,2025-09-29,65,49.76,3234.4,Pending,AC311,2025-11-18
INVF0145,VEND013,INV0145,2025-09-20,56,11.23,628.88,Paid,AC977,2025-11-30
INVF0146,VEND014,INV0146,2025-09-24,60,47.45,2847.0,Pending,AC380,2025-11-15
INVF0147,VEND001,INV0147,2025-10-05,63,1.0,63.0,Pending,AC546,2025-11-21
INVF0148,VEND002,INV0148,2025-11-01,72,13.69,985.68,Pending,AC643,2025-11-21
INVF0149,VEND017,INV0149,2025-10-24,48,5.5,264.0,Pending,AC126,2025-11-19
INVF0150,VEND018,INV0150,2025-10-09,11,9.3,102.3,Paid,AC503,2025-11-05
INVF0151,VEND015,INV0151,2025-10-02,85,44.36,3770.6,Pending,AC437,2025-11-04
INVF0152,VEND014,INV0152,2025-10-10,80,37.04,2963.2,Paid,AC998,2025-11-13
INVF0153,VEND002,INV0153,2025-11-17,92,23.79,2188.68,Paid,AC632,2025-12-01
INVF0154,VEND005,INV0154,2025-11-30,56,46.85,2623.6,Paid,AC239,2025-11-07
INVF0155,VEND018,INV0155,2025-11-30,32,32.28,1032.96,Paid,AC102,2025-11-06
INVF0156,VEND011,INV0156,2025-11-06,62,48.47,3005.14,Pending,AC528,2025-11-04
INVF0157,VEND017,INV0157,2025-11-13,43,1.13,48.59,Pending,AC759,2025-11-22
INVF0158,VEND016,INV0158,2025-11-10,39,31.66,1234.74,Pending,AC139,2025-12-01
INVF0159,VEND016,INV0159,2025-09-29,100,33.78,3378.0,Paid,AC695,2025-11-09
INVF0160,VEND013,INV0160,2025-09-08,11,11.65,128.15,Paid,AC486,2025-11-16
INVF0161,VEND001,INV0161,2025-10-23,45,22.16,997.2,Paid,AC812,2025-11-24
INVF0162,VEND016,INV0162,2025-09-21,38,19.47,739.86,Pending,AC793,2025-11-28
INVF0163,VEND004,INV0163,2025-09-25,72,19.9,1432.8,Paid,AC493,2025-11-14
INVF0164,VEND007,INV0164,2025-11-21,88,30.58,2691.04,Paid,AC763,2025-11-27
INVF0165,VEND020,INV0165,2025-10-13,14,8.69,121.66,Paid,AC505,2025-11-05
INVF0166,VEND013,INV0166,2025-11-10,28,9.71,271.88,Paid,AC272,2025-11-09
INVF0167,VEND020,INV0167,2025-09-21,67,35.12,2353.04,Pending,AC151,2025-11-18
INVF0168,VEND017,INV0168,2025-09-16,24,48.7,1168.8,Paid,AC984,2025-11-14
INVF0169,VEND001,INV0169,2025-11-08,18,37.4,673.2,Pending,AC668,2025-11-16
INVF0170,VEND018,INV0170,2025-09-23,38,35.1,1333.8,Paid,AC774,2025-11-14
INVF0171,VEND013,INV0171,2025-10-30,98,31.68,3104.64,Pending,AC530,2025-11-25
INVF0172,VEND017,INV0172,2025-11-01,51,29.58,1508.58,Pending,AC171,2025-11-27
INVF0173,VEND017,INV0173,2025-11-01,83,26.91,2233.53,Pending,AC174,2025-11-28
INVF0174,VEND012,INV0174,2025-10-11,28,27.36,766.08,Paid,AC894,2025-11-16
INVF0175,VEND020,INV0175,2025-10-22,78,1.45,113.1,Pending,AC389,2025-11-08
INVF0176,VEND016,INV0176,2025-09-30,30,27.05,811.5,Paid,AC700,2025-11-21
INVF0177,VEND006,INV0177,2025-11-30,19,5.07,96.33,Paid,AC971,2025-11-26
INVF0178,VEND018,INV0178,2025-10-01,59,28.37,1673.83,Paid,AC586,2025-11-16
INVF0179,VEND006,INV0179,2025-09-20,100,25.29,2529.0,Pending,AC583,2025-11-28
INVF0180,VEND011,INV0180,2025-09-10,70,26.83,1878.1,Paid,AC775,2025-11-08
INVF0181,VEND001,INV0181,2025-10-16,88,19.5,1716.0,Paid,AC236,2025-11-17
INVF0182,VEND007,INV0182,2025-09-28,91,15.93,1449.63,Paid,AC376,2025-11-21
INVF0183,VEND015,INV0183,2025-10-17,49,11.01,539.49,Paid,AC642,2025-11-08
INVF0184,VEND009,INV0184,2025-11-26,70,8.17,571.9,Paid,AC250,2025-11-14
INVF0185,VEND005,INV0185,2025-10-31,67,27.35,1832.45,Paid,AC500,2025-11-26
INVF0186,VEND006,INV0186,2025-11-09,16,28.95,463.2,Paid,AC137,2025-11-27
INVF0187,VEND004,INV0187,2025-11-29,55,13.53,744.15,Paid,AC602,2025-11-26
INVF0188,VEND006,INV0188,2025-11-10,97,38.8,3763.6,Pending,AC556,2025-11-26
INVF0189,VEND007,INV0189,2025-11-17,87,43.95,3823.65,Pending,AC138,2025-12-01
INVF0190,VEND005,INV0190,2025-11-24,63,4.15,261.45,Paid,AC250,2025-11-18
INVF0191,VEND004,INV0191,2025-11-09,71,23.17,1645.07,Pending,AC181,2025-11-25
INVF0192,VEND010,INV0192,2025-09-06,78,38.52,3004.56,Pending,AC650,2025-11-28
INVF0193,VEND019,INV0193,2025-10-26,41,12.23,501.43,Paid,AC123,2025-11-12
INVF0194,VEND001,INV0194,2025-11-23,89,33.41,2973.49,Paid,AC217,2025-11-13
INVF0195,VEND009,INV0195,2025-09-21,91,2.68,243.88,Paid,AC114,2025-11-15
INVF0196,VEND009,INV0196,2025-09-23,80,48.25,3860.0,Pending,AC775,2025-11-19
INVF0197,VEND008,INV0197,2025-09-18,27,4.19,113.13,Paid,AC115,2025-11-20
INVF0198,VEND014,INV0198,2025-11-27,35,38.16,1335.6,Pending,AC178,2025-11-29
INVF0199,VEND003,INV0199,2025-09-18,25,33.25,831.25,Pending,AC225,2025-12-01
INVF0200,VEND007,INV0200,2025-11-08,53,15.26,808.78,Paid,AC134,2025-11-11
