transaction_id,date,inventory_id,quantity_consumed,department,staff_id,shift,consumption_reason,remaining_stock,batch_lot
T0001_022,2025-09-24,INV0001,0,Dept4,STF038,Morning,Surgery,0,B0001_022
T0001_023,2025-09-25,INV0001,0,Dept4,STF026,Evening,Emergency,0,B0001_023
T0001_024,2025-09-26,INV0001,0,Dept3,STF005,Evening,Surgery,0,B0001_024
T0001_025,2025-09-27,INV0001,0,Dept2,STF038,Evening,Routine,0,B0001_025
T0001_026,2025-09-28,INV0001,0,Dept4,STF008,Morning,Surgery,0,B0001_026
T0001_027,2025-09-29,INV0001,0,Dept5,STF020,Night,Emergency,0,B0001_027
T0001_028,2025-09-30,INV0001,0,Dept5,STF005,Morning,Emergency,0,B0001_028
T0001_029,2025-10-01,INV0001,0,Dept5,STF013,Evening,Routine,0,B0001_029
T0001_030,2025-10-02,INV0001,0,Dept1,STF047,Morning,Surgery,0,B0001_030
T0001_031,2025-10-03,INV0001,0,Dept1,STF036,Evening,Routine,0,B0001_031
T0001_032,2025-10-04,INV0001,0,Dept3,STF027,Evening,Emergency,0,B0001_032
T0001_033,2025-10-05,INV0001,0,Dept5,STF032,Morning,Surgery,0,B0001_033
T0001_034,2025-10-06,INV0001,0,Dept2,STF033,Morning,Emergency,0,B0001_034
T0001_035,2025-10-07,INV0001,0,Dept1,STF044,Evening,Routine,0,B0001_035
T0001_036,2025-10-08,INV0001,0,Dept3,STF004,Night,Surgery,0,B0001_036
T0001_037,2025-10-09,INV0001,0,Dept5,STF026,Morning,Emergency,0,B0001_037
T0001_038,2025-10-10,INV0001,0,Dept5,STF041,Evening,Surgery,0,B0001_038
T0001_039,2025-10-11,INV0001,0,Dept3,STF028,Evening,Emergency,0,B0001_039
T0001_040,2025-10-12,INV0001,0,Dept5,STF044,Morning,Routine,0,B0001_040
T0001_041,2025-10-13,INV0001,0,Dept5,STF003,Evening,Emergency,0,B0001_041
T0001_042,2025-10-14,INV0001,0,Dept2,STF017,Night,Routine,0,B0001_042
T0001_043,2025-10-15,INV0001,0,Dept5,STF042,Evening,Treatment,0,B0001_043
T0001_044,2025-10-16,INV0001,0,Dept1,STF035,Evening,Surgery,0,B0001_044
T0001_045,2025-10-17,INV0001,0,Dept4,STF014,Evening,Emergency,0,B0001_045
T0001_046,2025-10-18,INV0001,0,Dept1,STF022,Night,Surgery,0,B0001_046
T0001_047,2025-10-19,INV0001,0,Dept5,STF017,Evening,Routine,0,B0001_047
T0001_048,2025-10-20,INV0001,0,Dept1,STF034,Night,Routine,0,B0001_048
T0001_049,2025-10-21,INV0001,0,Dept4,STF050,Night,Surgery,0,B0001_049
T0001_050,2025-10-22,INV0001,0,Dept2,STF031,Night,Treatment,0,B0001_050
T0001_051,2025-10-23,INV0001,0,Dept1,STF042,Evening,Emergency,0,B0001_051
T0001_052,2025-10-24,INV0001,0,Dept4,STF030,Night,Emergency,0,B0001_052
T0001_053,2025-10-25,INV0001,0,Dept1,STF028,Night,Surgery,0,B0001_053
T0001_054,2025-10-26,INV0001,0,Dept1,STF043,Evening,Emergency,0,B0001_054
T0001_055,2025-10-27,INV0001,0,Dept2,STF034,Night,Routine,0,B0001_055
T0001_056,2025-10-28,INV0001,0,Dept1,STF025,Evening,Surgery,0,B0001_056
T0001_057,2025-10-29,INV0001,0,Dept3,STF016,Morning,Emergency,0,B0001_057
T0001_058,2025-10-30,INV0001,0,Dept1,STF041,Evening,Treatment,0,B0001_058
T0001_059,2025-10-31,INV0001,0,Dept2,STF008,Night,Routine,0,B0001_059
T0001_060,2025-11-01,INV0001,0,Dept3,STF005,Morning,Surgery,0,B0001_060
T0001_061,2025-11-02,INV0001,0,Dept2,STF040,Morning,Surgery,0,B0001_061
T0001_062,2025-11-03,INV0001,0,Dept4,STF012,Evening,Emergency,0,B0001_062
T0001_063,2025-11-04,INV0001,0,Dept4,STF038,Morning,Surgery,0,B0001_063
T0001_064,2025-11-05,INV0001,0,Dept5,STF038,Evening,Routine,0,B0001_064
T0001_065,2025-11-06,INV0001,0,Dept5,STF029,Morning,Emergency,0,B0001_065
T0001_066,2025-11-07,INV0001,0,Dept5,STF021,Morning,Emergency,0,B0001_066
T0001_067,2025-11-08,INV0001,0,Dept3,STF026,Morning,Emergency,0,B0001_067
T0001_068,2025-11-09,INV0001,0,Dept2,STF003,Evening,Emergency,0,B0001_068
T0001_069,2025-11-10,INV0001,0,Dept1,STF017,Evening,Treatment,0,B0001_069
T0001_070,2025-11-11,INV0001,0,Dept2,STF004,Night,Treatment,0,B0001_070
T0001_071,2025-11-12,INV0001,0,Dept3,STF006,Morning,Treatment,0,B0001_071
T0001_072,2025-11-13,INV0001,0,Dept2,STF009,Night,Surgery,0,B0001_072
T0001_073,2025-11-14,INV0001,0,Dept2,STF010,Morning,Treatment,0,B0001_073
T0001_074,2025-11-15,INV0001,0,Dept3,STF010,Evening,Surgery,0,B0001_074
T0001_075,2025-11-16,INV0001,0,Dept5,STF050,Evening,Emergency,0,B0001_075
T0001_076,2025-11-17,INV0001,0,Dept3,STF047,Night,Treatment,0,B0001_076
T0001_077,2025-11-18,INV0001,0,Dept5,STF048,Night,Emergency,0,B0001_077
T0001_078,2025-11-19,INV0001,0,Dept2,STF022,Evening,Treatment,0,B0001_078
T0001_079,2025-11-20,INV0001,0,Dept2,STF016,Morning,Surgery,0,B0001_079
T0001_080,2025-11-21,INV0001,0,Dept3,STF040,Evening,Treatment,0,B0001_080
T0001_081,2025-11-22,INV0001,0,Dept4,STF018,Night,Emergency,0,B0001_081
T0001_082,2025-11-23,INV0001,0,Dept3,STF035,Night,Surgery,0,B0001_082
T0001_083,2025-11-24,INV0001,0,Dept5,STF050,Morning,Routine,0,B0001_083
T0001_084,2025-11-25,INV0001,0,Dept2,STF048,Morning,Routine,0,B0001_084
T0001_085,2025-11-26,INV0001,0,Dept1,STF026,Morning,Emergency,0,B0001_085
T0001_086,2025-11-27,INV0001,0,Dept5,STF014,Evening,Emergency,0,B0001_086
T0001_087,2025-11-28,INV0001,0,Dept5,STF050,Night,Emergency,0,B0001_087
T0001_088,2025-11-29,INV0001,0,Dept3,STF027,Morning,Surgery,0,B0001_088
T0001_089,2025-11-30,INV0001,0,Dept1,STF018,Night,Routine,0,B0001_089
T0002_000,2025-09-02,INV0002,3,Dept3,STF027,Morning,Treatment,36,B0002_000
T0002_001,2025-09-03,INV0002,2,Dept4,STF019,Morning,Emergency,34,B0002_001
T0002_002,2025-09-04,INV0002,1,Dept3,STF048,Night,Surgery,33,B0002_002
T0002_003,2025-09-05,INV0002,1,Dept3,STF003,Night,Routine,32,B0002_003
T0002_004,2025-09-06,INV0002,0,Dept5,STF024,Morning,Routine,32,B0002_004
T0002_005,2025-09-07,INV0002,1,Dept1,STF017,Morning,Emergency,31,B0002_005
T0002_006,2025-09-08,INV0002,2,Dept5,STF011,Morning,Emergency,29,B0002_006
T0002_007,2025-09-09,INV0002,2,Dept2,STF046,Morning,Emergency,27,B0002_007
T0002_008,2025-09-10,INV0002,1,Dept4,STF016,Morning,Emergency,26,B0002_008
T0002_009,2025-09-11,INV0002,3,Dept5,STF016,Evening,Treatment,23,B0002_009
T0002_010,2025-09-12,INV0002,2,Dept5,STF019,Evening,Routine,21,B0002_010
T0002_011,2025-09-13,INV0002,1,Dept2,STF043,Night,Routine,20,B0002_011
T0002_012,2025-09-14,INV0002,1,Dept1,STF019,Morning,Routine,19,B0002_012
T0002_013,2025-09-15,INV0002,5,Dept4,STF013,Evening,Treatment,14,B0002_013
T0002_014,2025-09-16,INV0002,0,Dept1,STF031,Evening,Routine,14,B0002_014
T0002_015,2025-09-17,INV0002,2,Dept2,STF023,Night,Surgery,12,B0002_015
T0002_016,2025-09-18,INV0002,3,Dept1,STF037,Night,Surgery,9,B0002_016
T0002_017,2025-09-19,INV0002,3,Dept2,STF024,Night,Surgery,6,B0002_017
T0002_018,2025-09-20,INV0002,0,Dept5,STF045,Night,Routine,6,B0002_018
T0002_019,2025-09-21,INV0002,0,Dept5,STF015,Evening,Surgery,6,B0002_019
T0002_020,2025-09-22,INV0002,2,Dept2,STF030,Morning,Routine,4,B0002_020
T0002_021,2025-09-23,INV0002,2,Dept2,STF043,Night,Emergency,2,B0002_021
T0002_022,2025-09-24,INV0002,0,Dept5,STF019,Morning,Routine,2,B0002_022
T0002_023,2025-09-25,INV0002,1,Dept5,STF048,Evening,Routine,1,B0002_023
T0002_024,2025-09-26,INV0002,1,Dept5,STF009,Night,Surgery,0,B0002_024
T0002_025,2025-09-27,INV0002,0,Dept4,STF014,Morning,Treatment,0,B0002_025
T0002_026,2025-09-28,INV0002,0,Dept4,STF037,Evening,Emergency,0,B0002_026
T0002_027,2025-09-29,INV0002,0,Dept4,STF019,Night,Routine,0,B0002_027
T0002_028,2025-09-30,INV0002,0,Dept2,STF026,Night,Treatment,0,B0002_028
T0002_029,2025-10-01,INV0002,0,Dept4,STF017,Night,Surgery,0,B0002_029
T0002_030,2025-10-02,INV0002,0,Dept5,STF038,Morning,Emergency,0,B0002_030
T0002_031,2025-10-03,INV0002,0,Dept5,STF016,Evening,Treatment,0,B0002_031
T0002_032,2025-10-04,INV0002,0,Dept3,STF007,Evening,Emergency,0,B0002_032
T0002_033,2025-10-05,INV0002,0,Dept4,STF042,Evening,Treatment,0,B0002_033
T0002_034,2025-10-06,INV0002,0,Dept1,STF034,Evening,Emergency,0,B0002_034
T0002_035,2025-10-07,INV0002,0,Dept1,STF009,Morning,Routine,0,B0002_035
T0002_036,2025-10-08,INV0002,0,Dept1,STF030,Evening,Surgery,0,B0002_036
T0002_037,2025-10-09,INV0002,0,Dept3,STF046,Evening,Surgery,0,B0002_037
T0002_038,2025-10-10,INV0002,0,Dept2,STF022,Evening,Routine,0,B0002_038
T0002_039,2025-10-11,INV0002,0,Dept4,STF011,Evening,Emergency,0,B0002_039
T0002_040,2025-10-12,INV0002,0,Dept4,STF049,Morning,Routine,0,B0002_040
T0002_041,2025-10-13,INV0002,0,Dept3,STF036,Evening,Emergency,0,B0002_041
T0002_042,2025-10-14,INV0002,0,Dept2,STF020,Morning,Emergency,0,B0002_042
T0002_043,2025-10-15,INV0002,0,Dept4,STF030,Evening,Emergency,0,B0002_043
T0002_044,2025-10-16,INV0002,0,Dept4,STF003,Night,Routine,0,B0002_044
T0002_045,2025-10-17,INV0002,0,Dept1,STF016,Evening,Treatment,0,B0002_045
T0002_046,2025-10-18,INV0002,0,Dept5,STF004,Morning,Surgery,0,B0002_046
T0002_047,2025-10-19,INV0002,0,Dept4,STF032,Evening,Surgery,0,B0002_047
T0002_048,2025-10-20,INV0002,0,Dept2,STF049,Morning,Routine,0,B0002_048
T0002_049,2025-10-21,INV0002,0,Dept1,STF016,Night,Routine,0,B0002_049
T0002_050,2025-10-22,INV0002,0,Dept3,STF033,Morning,Emergency,0,B0002_050
T0002_051,2025-10-23,INV0002,0,Dept2,STF027,Morning,Surgery,0,B0002_051
T0002_052,2025-10-24,INV0002,0,Dept3,STF020,Morning,Routine,0,B0002_052
T0002_053,2025-10-25,INV0002,0,Dept4,STF039,Night,Surgery,0,B0002_053
T0002_054,2025-10-26,INV0002,0,Dept5,STF021,Morning,Surgery,0,B0002_054
T0002_055,2025-10-27,INV0002,0,Dept1,STF002,Night,Treatment,0,B0002_055
T0002_056,2025-10-28,INV0002,0,Dept4,STF025,Morning,Routine,0,B0002_056
T0002_057,2025-10-29,INV0002,0,Dept2,STF045,Morning,Emergency,0,B0002_057
T0002_058,2025-10-30,INV0002,0,Dept2,STF033,Morning,Surgery,0,B0002_058
T0002_059,2025-10-31,INV0002,0,Dept4,STF011,Evening,Treatment,0,B0002_059
T0002_060,2025-11-01,INV0002,0,Dept3,STF032,Morning,Treatment,0,B0002_060
T0002_061,2025-11-02,INV0002,0,Dept2,STF035,Night,Emergency,0,B0002_061
T0002_062,2025-11-03,INV0002,0,Dept2,STF036,Evening,Emergency,0,B0002_062
T0002_063,2025-11-04,INV0002,0,Dept2,STF021,Evening,Routine,0,B0002_063
T0002_064,2025-11-05,INV0002,0,Dept5,STF028,Night,Emergency,0,B0002_064
T0002_065,2025-11-06,INV0002,0,Dept2,STF001,Morning,Treatment,0,B0002_065
T0002_066,2025-11-07,INV0002,0,Dept2,STF045,Evening,Treatment,0,B0002_066
T0002_067,2025-11-08,INV0002,0,Dept1,STF048,Morning,Treatment,0,B0002_067
T0002_068,2025-11-09,INV0002,0,Dept5,STF031,Evening,Routine,0,B0002_068
T0002_069,2025-11-10,INV0002,0,Dept1,STF007,Evening,Surgery,0,B0002_069
T0002_070,2025-11-11,INV0002,0,Dept3,STF011,Morning,Treatment,0,B0002_070
T0002_071,2025-11-12,INV0002,0,Dept4,STF041,Night,Surgery,0,B0002_071
T0002_072,2025-11-13,INV0002,0,Dept5,STF028,Night,Routine,0,B0002_072
T0002_073,2025-11-14,INV0002,0,Dept2,STF010,Evening,Surgery,0,B0002_073
T0002_074,2025-11-15,INV0002,0,Dept1,STF007,Evening,Routine,0,B0002_074
T0002_075,2025-11-16,INV0002,0,Dept2,STF013,Night,Routine,0,B0002_075
T0002_076,2025-11-17,INV0002,0,Dept3,STF037,Morning,Surgery,0,B0002_076
T0002_077,2025-11-18,INV0002,0,Dept5,STF043,Night,Routine,0,B0002_077
T0002_078,2025-11-19,INV0002,0,Dept4,STF009,Morning,Emergency,0,B0002_078
T0002_079,2025-11-20,INV0002,0,Dept5,STF032,Morning,Emergency,0,B0002_079
T0002_080,2025-11-21,INV0002,0,Dept2,STF018,Evening,Emergency,0,B0002_080
T0002_081,2025-11-22,INV0002,0,Dept4,STF003,Night,Routine,0,B0002_081
T0002_082,2025-11-23,INV0002,0,Dept3,STF019,Night,Routine,0,B0002_082
T0002_083,2025-11-24,INV0002,0,Dept5,STF020,Night,Routine,0,B0002_083
T0002_084,2025-11-25,INV0002,0,Dept5,STF044,Evening,Treatment,0,B0002_084
T0002_085,2025-11-26,INV0002,0,Dept1,STF033,Evening,Treatment,0,B0002_085
T0002_086,2025-11-27,INV0002,0,Dept3,STF008,Night,Emergency,0,B0002_086
T0002_087,2025-11-28,INV0002,0,Dept2,STF030,Night,Surgery,0,B0002_087
T0002_088,2025-11-29,INV0002,0,Dept1,STF027,Evening,Surgery,0,B0002_088
T0002_089,2025-11-30,INV0002,0,Dept3,STF036,Morning,Surgery,0,B0002_089
T0003_000,2025-09-02,INV0003,1,Dept1,STF008,Evening,Surgery,35,B0003_000
T0003_001,2025-09-03,INV0003,4,Dept3,STF010,Evening,Surgery,31,B0003_001
T0003_002,2025-09-04,INV0003,2,Dept2,STF012,Night,Treatment,29,B0003_002
T0003_003,2025-09-05,INV0003,1,Dept1,STF012,Night,Treatment,28,B0003_003
T0003_004,2025-09-06,INV0003,1,Dept1,STF012,Night,Treatment,27,B0003_004
T0003_005,2025-09-07,INV0003,1,Dept5,STF030,Night,Emergency,26,B0003_005
T0003_006,2025-09-08,INV0003,2,Dept2,STF003,Morning,Surgery,24,B0003_006
T0003_007,2025-09-09,INV0003,1,Dept4,STF033,Night,Surgery,23,B0003_007
T0003_008,2025-09-10,INV0003,2,Dept3,STF047,Evening,Surgery,21,B0003_008
T0003_009,2025-09-11,INV0003,5,Dept4,STF002,Evening,Routine,16,B0003_009
T0003_010,2025-09-12,INV0003,3,Dept3,STF009,Evening,Routine,13,B0003_010
T0003_011,2025-09-13,INV0003,0,Dept1,STF050,Night,Emergency,13,B0003_011
T0003_012,2025-09-14,INV0003,5,Dept3,STF003,Evening,Treatment,8,B0003_012
T0003_013,2025-09-15,INV0003,1,Dept4,STF037,Night,Routine,7,B0003_013
T0003_014,2025-09-16,INV0003,1,Dept2,STF011,Night,Emergency,6,B0003_014
T0003_015,2025-09-17,INV0003,0,Dept1,STF015,Morning,Routine,6,B0003_015
T0003_016,2025-09-18,INV0003,5,Dept2,STF031,Evening,Surgery,1,B0003_016
T0003_017,2025-09-19,INV0003,1,Dept1,STF050,Night,Emergency,0,B0003_017
T0003_018,2025-09-20,INV0003,0,Dept5,STF005,Morning,Routine,0,B0003_018
T0003_019,2025-09-21,INV0003,0,Dept5,STF025,Morning,Treatment,0,B0003_019
T0003_020,2025-09-22,INV0003,0,Dept4,STF001,Morning,Treatment,0,B0003_020
T0003_021,2025-09-23,INV0003,0,Dept2,STF015,Evening,Routine,0,B0003_021
T0003_022,2025-09-24,INV0003,0,Dept1,STF047,Night,Routine,0,B0003_022
T0003_023,2025-09-25,INV0003,0,Dept2,STF048,Evening,Surgery,0,B0003_023
T0003_024,2025-09-26,INV0003,0,Dept1,STF007,Morning,Surgery,0,B0003_024
T0003_025,2025-09-27,INV0003,0,Dept2,STF047,Night,Surgery,0,B0003_025
T0003_026,2025-09-28,INV0003,0,Dept1,STF034,Night,Emergency,0,B0003_026
T0003_027,2025-09-29,INV0003,0,Dept1,STF049,Morning,Surgery,0,B0003_027
T0003_028,2025-09-30,INV0003,0,Dept1,STF012,Morning,Emergency,0,B0003_028
T0003_029,2025-10-01,INV0003,0,Dept3,STF043,Night,Surgery,0,B0003_029
T0003_030,2025-10-02,INV0003,0,Dept5,STF016,Morning,Emergency,0,B0003_030
T0003_031,2025-10-03,INV0003,0,Dept2,STF032,Night,Surgery,0,B0003_031
T0003_032,2025-10-04,INV0003,0,Dept2,STF022,Night,Surgery,0,B0003_032
T0003_033,2025-10-05,INV0003,0,Dept4,STF050,Morning,Emergency,0,B0003_033
T0003_034,2025-10-06,INV0003,0,Dept3,STF023,Night,Treatment,0,B0003_034
T0003_035,2025-10-07,INV0003,0,Dept2,STF002,Evening,Treatment,0,B0003_035
T0003_036,2025-10-08,INV0003,0,Dept3,STF016,Evening,Routine,0,B0003_036
T0003_037,2025-10-09,INV0003,0,Dept1,STF002,Evening,Treatment,0,B0003_037
T0003_038,2025-10-10,INV0003,0,Dept3,STF029,Morning,Routine,0,B0003_038
T0003_039,2025-10-11,INV0003,0,Dept3,STF001,Evening,Emergency,0,B0003_039
T0003_040,2025-10-12,INV0003,0,Dept5,STF048,Night,Emergency,0,B0003_040
T0003_041,2025-10-13,INV0003,0,Dept5,STF006,Evening,Routine,0,B0003_041
T0003_042,2025-10-14,INV0003,0,Dept1,STF025,Morning,Treatment,0,B0003_042
T0003_043,2025-10-15,INV0003,0,Dept2,STF007,Night,Surgery,0,B0003_043
T0003_044,2025-10-16,INV0003,0,Dept4,STF047,Night,Surgery,0,B0003_044
T0003_045,2025-10-17,INV0003,0,Dept1,STF015,Morning,Surgery,0,B0003_045
T0003_046,2025-10-18,INV0003,0,Dept3,STF047,Morning,Treatment,0,B0003_046
T0003_047,2025-10-19,INV0003,0,Dept1,STF027,Night,Routine,0,B0003_047
T0003_048,2025-10-20,INV0003,0,Dept5,STF046,Evening,Treatment,0,B0003_048
T0003_049,2025-10-21,INV0003,0,Dept4,STF033,Evening,Treatment,0,B0003_049
T0003_050,2025-10-22,INV0003,0,Dept4,STF034,Morning,Surgery,0,B0003_050
T0003_051,2025-10-23,INV0003,0,Dept2,STF029,Night,Routine,0,B0003_051
T0003_052,2025-10-24,INV0003,0,Dept2,STF004,Morning,Surgery,0,B0003_052
T0003_053,2025-10-25,INV0003,0,Dept5,STF042,Morning,Emergency,0,B0003_053
T0003_054,2025-10-26,INV0003,0,Dept4,STF047,Morning,Surgery,0,B0003_054
T0003_055,2025-10-27,INV0003,0,Dept4,STF012,Night,Emergency,0,B0003_055
T0003_056,2025-10-28,INV0003,0,Dept1,STF016,Morning,Surgery,0,B0003_056
T0003_057,2025-10-29,INV0003,0,Dept3,STF040,Morning,Surgery,0,B0003_057
T0003_058,2025-10-30,INV0003,0,Dept4,STF039,Night,Routine,0,B0003_058
T0003_059,2025-10-31,INV0003,0,Dept5,STF010,Morning,Treatment,0,B0003_059
T0003_060,2025-11-01,INV0003,0,Dept5,STF002,Evening,Treatment,0,B0003_060
T0003_061,2025-11-02,INV0003,0,Dept3,STF047,Evening,Treatment,0,B0003_061
T0003_062,2025-11-03,INV0003,0,Dept3,STF018,Night,Routine,0,B0003_062
T0003_063,2025-11-04,INV0003,0,Dept4,STF046,Night,Surgery,0,B0003_063
T0003_064,2025-11-05,INV0003,0,Dept4,STF039,Night,Emergency,0,B0003_064
T0003_065,2025-11-06,INV0003,0,Dept1,STF045,Night,Emergency,0,B0003_065
T0003_066,2025-11-07,INV0003,0,Dept1,STF032,Night,Emergency,0,B0003_066
T0003_067,2025-11-08,INV0003,0,Dept1,STF029,Night,Emergency,0,B0003_067
T0003_068,2025-11-09,INV0003,0,Dept4,STF018,Morning,Surgery,0,B0003_068
T0003_069,2025-11-10,INV0003,0,Dept5,STF028,Night,Emergency,0,B0003_069
T0003_070,2025-11-11,INV0003,0,Dept1,STF024,Evening,Routine,0,B0003_070
T0003_071,2025-11-12,INV0003,0,Dept5,STF005,Evening,Surgery,0,B0003_071
T0003_072,2025-11-13,INV0003,0,Dept4,STF040,Night,Treatment,0,B0003_072
T0003_073,2025-11-14,INV0003,0,Dept4,STF020,Evening,Treatment,0,B0003_073
T0003_074,2025-11-15,INV0003,0,Dept3,STF033,Evening,Treatment,0,B0003_074
T0003_075,2025-11-16,INV0003,0,Dept2,STF046,Night,Surgery,0,B0003_075
T0003_076,2025-11-17,INV0003,0,Dept3,STF048,Morning,Surgery,0,B0003_076
T0003_077,2025-11-18,INV0003,0,Dept5,STF041,Evening,Surgery,0,B0003_077
T0003_078,2025-11-19,INV0003,0,Dept5,STF050,Evening,Routine,0,B0003_078
T0003_079,2025-11-20,INV0003,0,Dept5,STF021,Night,Routine,0,B0003_079
T0003_080,2025-11-21,INV0003,0,Dept4,STF019,Evening,Surgery,0,B0003_080
T0003_081,2025-11-22,INV0003,0,Dept1,STF021,Evening,Routine,0,B0003_081
T0003_082,2025-11-23,INV0003,0,Dept1,STF037,Morning,Routine,0,B0003_082
T0003_083,2025-11-24,INV0003,0,Dept4,STF026,Evening,Routine,0,B0003_083
T0003_084,2025-11-25,INV0003,0,Dept2,STF020,Evening,Emergency,0,B0003_084
T0003_085,2025-11-26,INV0003,0,Dept4,STF007,Evening,Treatment,0,B0003_085
T0003_086,2025-11-27,INV0003,0,Dept5,STF007,Evening,Treatment,0,B0003_086
T0003_087,2025-11-28,INV0003,0,Dept2,STF024,Night,Routine,0,B0003_087
T0003_088,2025-11-29,INV0003,0,Dept5,STF039,Morning,Surgery,0,B0003_088
T0003_089,2025-11-30,INV0003,0,Dept4,STF024,Evening,Treatment,0,B0003_089
T0004_000,2025-09-02,INV0004,1,Dept3,STF018,Night,Routine,134,B0004_000
T0004_001,2025-09-03,INV0004,2,Dept1,STF011,Morning,Emergency,132,B0004_001
T0004_002,2025-09-04,INV0004,3,Dept2,STF017,Morning,Emergency,129,B0004_002
T0004_003,2025-09-05,INV0004,0,Dept4,STF027,Night,Emergency,129,B0004_003
T0004_004,2025-09-06,INV0004,0,Dept4,STF032,Night,Treatment,129,B0004_004
T0004_005,2025-09-07,INV0004,1,Dept1,STF015,Night,Treatment,128,B0004_005
T0004_006,2025-09-08,INV0004,1,Dept3,STF039,Evening,Routine,127,B0004_006
T0004_007,2025-09-09,INV0004,3,Dept3,STF010,Morning,Emergency,124,B0004_007
T0004_008,2025-09-10,INV0004,1,Dept3,STF021,Night,Treatment,123,B0004_008
T0004_009,2025-09-11,INV0004,1,Dept3,STF043,Morning,Routine,122,B0004_009
T0004_010,2025-09-12,INV0004,2,Dept3,STF017,Morning,Treatment,120,B0004_010
T0004_011,2025-09-13,INV0004,5,Dept2,STF050,Night,Treatment,115,B0004_011
T0004_012,2025-09-14,INV0004,5,Dept2,STF049,Night,Emergency,110,B0004_012
T0004_013,2025-09-15,INV0004,2,Dept4,STF035,Morning,Routine,108,B0004_013
T0004_014,2025-09-16,INV0004,3,Dept2,STF039,Morning,Routine,105,B0004_014
T0004_015,2025-09-17,INV0004,4,Dept3,STF026,Morning,Routine,101,B0004_015
T0004_016,2025-09-18,INV0004,4,Dept4,STF005,Night,Routine,97,B0004_016
T0004_017,2025-09-19,INV0004,3,Dept4,STF016,Night,Surgery,94,B0004_017
T0004_018,2025-09-20,INV0004,4,Dept4,STF035,Evening,Emergency,90,B0004_018
T0004_019,2025-09-21,INV0004,4,Dept2,STF032,Evening,Treatment,86,B0004_019
T0004_020,2025-09-22,INV0004,1,Dept1,STF043,Morning,Surgery,85,B0004_020
T0004_021,2025-09-23,INV0004,0,Dept5,STF036,Night,Treatment,85,B0004_021
T0004_022,2025-09-24,INV0004,0,Dept5,STF025,Night,Routine,85,B0004_022
T0004_023,2025-09-25,INV0004,2,Dept2,STF037,Evening,Surgery,83,B0004_023
T0004_024,2025-09-26,INV0004,4,Dept1,STF034,Night,Routine,79,B0004_024
T0004_025,2025-09-27,INV0004,0,Dept5,STF048,Morning,Surgery,79,B0004_025
T0004_026,2025-09-28,INV0004,0,Dept2,STF006,Night,Treatment,79,B0004_026
T0004_027,2025-09-29,INV0004,1,Dept1,STF001,Evening,Emergency,78,B0004_027
T0004_028,2025-09-30,INV0004,5,Dept3,STF049,Morning,Emergency,73,B0004_028
T0004_029,2025-10-01,INV0004,1,Dept3,STF049,Evening,Routine,72,B0004_029
T0004_030,2025-10-02,INV0004,1,Dept2,STF030,Morning,Routine,71,B0004_030
T0004_031,2025-10-03,INV0004,3,Dept4,STF026,Evening,Routine,68,B0004_031
T0004_032,2025-10-04,INV0004,3,Dept3,STF050,Evening,Surgery,65,B0004_032
T0004_033,2025-10-05,INV0004,1,Dept4,STF025,Night,Routine,64,B0004_033
T0004_034,2025-10-06,INV0004,1,Dept2,STF020,Night,Emergency,63,B0004_034
T0004_035,2025-10-07,INV0004,5,Dept2,STF014,Morning,Surgery,58,B0004_035
